|velocity[m/s], torque[Nm]|
3.9148021202487,2837.892857142857
3.975005781123389,2837.892857142857
4.035208335868118,2837.892857142857
4.0954097676228916,2837.892857142857
4.155610059528965,2837.892857142857
4.215809194728865,2837.892857142857
4.276007156366409,2837.892857142857
4.3362039275867215,2837.892857142857
4.396399491536255,2837.892857142857
4.4565938313628095,2837.892857142857
4.516786930215549,2837.892857142857
4.576978771245021,2837.892857142857
4.6371693376031775,2837.892857142857
4.697358612443391,2837.892857142857
4.757546578920475,2837.892857142857
4.817733220190702,2837.892857142857
4.877918519411823,2837.892857142857
4.938102459743088,2837.892857142857
4.998285024345259,2837.892857142857
5.058466196380635,2837.892857142857
5.11864595901307,2837.892857142857
5.178824295407987,2837.892857142857
5.239001188732401,2837.892857142857
5.299176622154939,2837.892857142857
5.359350578845856,2837.892857142857
5.419523041977053,2837.892857142857
5.479693994722098,2837.892857142857
5.539863420256245,2837.892857142857
5.600031301756452,2837.892857142857
5.660197622401399,2837.892857142857
5.720362365371507,2837.892857142857
5.780525513848958,2837.892857142857
5.840687051017713,2837.892857142857
5.9008469600635305,2837.892857142857
5.961005224173986,2837.892857142857
6.02116182653849,2837.892857142857
6.081316750348308,2837.892857142857
6.141469978796577,2837.892857142857
6.201621495078325,2837.892857142857
6.261771282390493,2837.892857142857
6.321919323931948,2837.892857142857
6.382065602903507,2837.892857142857
6.4422101025079535,2837.892857142857
6.5023528059500535,2837.892857142857
6.56249369643658,2837.892857142857
6.622632757176327,2837.892857142857
6.682769971380131,2837.892857142857
6.742905322260888,2837.892857142857
6.803038793033571,2837.892857142857
6.863170366915254,2837.892857142857
6.923300027125124,2837.892857142857
6.983427756884504,2837.892857142857
7.043553539416871,2837.892857142857
7.103677357947874,2837.892857142857
7.163799195705352,2837.892857142857
7.223919035919355,2837.892857142857
7.284036861822159,2837.892857142857
7.344152656648289,2837.892857142857
7.404266403634534,2837.892857142857
7.464378086019967,2837.892857142857
7.524487687045966,2837.892857142857
7.584595189956226,2837.892857142857
7.644700577996787,2837.892857142857
7.704803834416044,2837.892857142857
7.764904942464771,2837.892857142857
7.825003885396137,2837.892857142857
7.885100646465725,2837.892857142857
7.945195208931552,2837.892857142857
8.005287556054087,2837.892857142857
8.065377671096268,2837.892857142857
8.125465537323523,2837.892857142857
8.185551138003786,2837.892857142857
8.245634456407519,2837.892857142857
8.305715475807725,2837.892857142857
8.365794179479972,2837.892857142857
8.42587055070241,2837.892857142857
8.48594457275579,2837.892857142857
8.54601622892348,2837.892857142857
8.606085502491483,2837.892857142857
8.666152376748464,2837.892857142857
8.726216834985758,2837.892857142857
8.786278860497392,2837.892857142857
8.846338436580107,2837.892857142857
8.90639554653337,2837.892857142857
8.9664501736594,2837.892857142857
9.026502301263182,2837.892857142857
9.086551912652485,2837.892857142857
9.146598991137882,2837.892857142857
9.206643520032769,2837.892857142857
9.26668548265338,2837.892857142857
9.32672486231881,2837.892857142857
9.386761642351034,2837.892857142857
9.44679580607492,2837.892857142857
9.506827336818251,2837.892857142857
9.56685621791174,2837.892857142857
9.626882432689056,2837.892857142857
9.686905964486835,2837.892857142857
9.746926796644702,2837.892857142857
9.806944912505287,2837.892857142857
9.866960295414247,2837.892857142857
9.92697292872028,2837.892857142857
9.986982795775148,2837.892857142857
10.04698987993369,2837.892857142857
10.106994164553845,2837.892857142857
10.166995632996668,2837.892857142857
10.226994268626353,2837.892857142857
10.28699005481024,2837.892857142857
10.346982974918845,2837.892857142857
10.406973012325876,2837.892857142857
10.466960150408244,2837.892857142857
10.526944372546092,2837.892857142857
10.586925662122805,2837.892857142857
10.646904002525032,2837.892857142857
10.706879377142702,2837.892857142857
10.766851769369046,2837.892857142857
10.826821162600611,2837.892857142857
10.886787540237282,2837.892857142857
10.946750885682299,2837.892857142857
11.006711182342274,2837.892857142857
11.066668413627209,2837.892857142857
11.126622562950516,2837.892857142857
11.186573613729035,2837.892857142857
11.246521549383052,2837.892857142857
11.306466353336317,2837.892857142857
11.366408009016062,2837.892857142857
11.426346499853018,2837.892857142857
11.486281809281436,2837.892857142857
11.546213920739104,2837.892857142857
11.606142817667363,2837.892857142857
11.666068483511127,2837.892857142857
11.725990901718905,2837.892857142857
11.78591005574281,2837.892857142857
11.845825929038588,2837.892857142857
11.905738505065624,2837.892857142857
11.965647767286974,2837.892857142857
12.02555369916937,2837.892857142857
12.085456284183246,2837.892857142857
12.145355505802756,2837.892857142857
12.205251347505786,2837.892857142857
12.26514379277398,2837.892857142857
12.32503282509275,2837.892857142857
12.384918427951302,2837.892857142857
12.444800584842648,2837.892857142857
12.504679279263629,2837.892857142857
12.564554494714926,2837.892857142857
12.624426214701087,2837.892857142857
12.684294422730538,2837.892857142857
12.744159102315603,2837.892857142857
12.804020236972523,2837.892857142857
12.863877810221474,2837.892857142857
12.923731805586584,2837.892857142857
12.983582206595951,2837.892857142857
13.04342899678166,2837.892857142857
13.103272159679806,2837.892857142857
13.163111678830504,2837.892857142857
13.22294753777791,2837.892857142857
13.282779720070247,2837.892857142857
13.34260820925981,2837.892857142857
13.402197858514588,2826.9881077016735
13.461512769898754,2814.418585033543
13.520556576586811,2802.0175278995703
13.579332831480222,2789.781213490714
13.637845009670638,2777.706033234372
13.696096510806747,2765.7884883244583
13.754090661369318,2754.025185463475
13.811830716858738,2742.412832804824
13.869319863899149,2730.9482360842912
13.926561222263015,2719.6282949303886
13.98355784681978,2708.44999934384
14.040312729412072,2697.410426337141
14.096828800662712,2686.5067367256343
14.153108931715616,2675.736172062114
14.209155935913548,2665.0960517074127
14.264972570415473,2654.583770029906
14.320561537756168,2644.1967937272816
14.37592548735058,2633.9326592643033
14.431067016945315,2623.788970420695
14.485988674019506,2613.7633959435684
14.540692957137198,2603.853667299189
14.595182317253297,2594.0575765191375
14.649459158975011,2584.3729741362154
14.703525841780621,2574.7977672057173
14.75738468119734,2565.3299174079134
14.811037949939923,2555.9674392278457
14.86448787901161,2546.7083982087292
14.917736658768938,2537.5509092754764
14.970786439951816,2528.4931351250266
15.023639334680292,2519.533284680374
15.076297417419276,2510.669611605322
15.128762725912498,2501.900412877164
15.181037262086873,2493.2240274146507
15.23312299292842,2484.638834758718
15.285021851330832,2476.1432538035992
15.336735736917703,2467.735741576062
15.388266516839444,2459.414792060625
15.4396160265458,2451.178935068724
15.490786070534895,2443.026735149897
15.541778423079675,2434.956790543152
15.59259482893255,2426.9677321667755
15.643237004009057,2419.058222644937
15.693706636051303,2411.226955369497
15.74400538527188,2403.472653595543
15.794134884979004,2395.794069569218
15.844096742183488,2388.1899836864886
15.893892538188238,2380.659203681564
15.943523829160842,2373.200563843744
15.99299214668987,2365.8129242615178
16.042298998325446,2358.495170092804
16.091445868104604,2351.24621086027
16.14043421706199,2344.064979770717
16.18926548372638,2336.9504330575683
16.237941084603484,2329.90154934553
16.286462414645527,2322.9173290365634
16.33483084770803,2315.9967937163087
16.383047736994207,2309.1389855801713
16.4311144154874,2302.3429668783087
16.479032196371932,2295.607819378776
16.526802373442777,2288.932643848139
16.574426221504368,2282.3165595488813
16.62190499675894,2275.7587037529815
16.6692399371847,2269.258231271025
16.716432262904185,2262.814313996293
16.763483176543083,2256.426140463248
16.810393863579847,2250.092915419896
16.857165492686356,2243.8138594135057
16.90379921605995,2237.588208389194
16.950296169747055,2231.415213300912
16.996657473958674,2225.294139734379
17.042884233378015,2219.22426754153
17.08897753746046,2213.2048904860726
17.13493846072614,2207.235315899746
17.180768063045285,2201.3148643489058
17.226467389916646,2195.442869311074
17.272037472739118,2189.618676861102
17.317479329076804,2183.8416453666023
17.362793962917703,2178.111145192343
17.407982364926223,2172.426558413282
17.45304551268967,2166.7872785359446
17.4979843709589,2161.1927102278732
17.542799891883334,2155.6422690548534
17.58749301524043,2150.1353812256693
17.632064668659837,2144.6714833441292
17.67651576784235,2139.2500221681157
17.720847216773794,2133.87045437543
17.76505990793403,2128.532246336205
17.809154722501173,2123.234873891666
17.85313253055117,2117.9778221390384
17.896994191252887,2112.7605852223915
17.940740553058777,2107.582666129236
17.984372453891325,2102.443576492683
18.027890721325306,2097.342836398985
18.071296172766026,2092.2799742002926
18.11458961562362,2087.2545263324523
18.15777184748354,2082.2660371376937
18.200843656273328,2077.3140586920463
18.243805820425724,2072.3981506373398
18.28665910903831,2067.5178800176473
18.32940428202967,2062.6728211200225
18.37204209029223,2057.862555319415
18.414573275841832,2053.086670927621
18.45699857196414,2048.34476304615
18.49931870335795,2043.636433422892
18.5415343862755,2038.961290312463
18.58364632865983,2034.3189483401231
18.6256552302793,2029.7090283691575
18.66756178285929,2025.1311573716157
18.709366670211235,2020.5849683023125
18.75107056835895,2016.070099975989
18.792674145662428,2011.586196947544
18.834178062939074,2007.1329093952438
18.87558297358252,2002.709893006825
18.91688952367902,1998.316808868404
18.95809835212152,1993.9533233561122
18.999210090721437,1989.6191080303784
19.040225364318232,1985.313839532785
19.0811447908868,1981.0371994854174
19.121968981642738,1976.7888743926455
19.162698541145566,1972.5685555452562
19.203334067399904,1968.3759389268826
19.243876151954698,1964.210725122658
19.28432538000052,1960.0726192300328
19.32468233046498,1955.9613307716959
19.36494757610632,1951.876573610544
19.405121683605206,1947.8180658666356
19.44520521365477,1943.785529836083
19.48519872104896,1939.778691911823
19.525102754769197,1935.7972825062177
19.56491785806942,1931.841035975438
19.604644568559536,1927.9096905455747
19.64428341828729,1924.0029882404372
19.68383493381866,1920.1206748109937
19.723299636316707,1916.262499666403
19.762678041619026,1912.4282158066042
19.801970660313742,1908.6175797564179
19.84117799781412,1904.830351501116
19.880300554431837,1901.0662944234314
19.919338825448897,1897.3251752419592
19.95829330118827,1893.6067639509204
19.997164467083255,1889.9108337612456
20.035952803745587,1886.2371610429564
20.074658787032355,1882.5855252687968
20.113282888111698,1878.95570895909
20.151825573527372,1875.3474976277944
20.190287305262153,1871.760679729713
20.228668540800133,1868.1950466088454
20.266969733187935,1864.6503924478384
20.30519133109485,1861.126514218515
20.34333377887194,1857.6232116334552
20.381397516610107,1854.1402870985971
20.419382980197174,1850.6775456668393
20.457290601373973,1847.2347949926143
20.49512080778949,1843.8118452874137
20.532874023055058,1840.4085092762355
20.570550666797637,1837.0246021549394
20.608151154712186,1833.6599415484802
20.645675898613163,1830.3143474700023
20.683125306485156,1826.9876422807713
20.720499782532666,1823.6796506509274
20.75779972722907,1820.3901995210351
20.795025537364754,1817.1191180644134
20.832177606094465,1813.8662376502275
20.86925632298388,1810.631391807325
20.906262074055412,1807.4144161887941
20.943195241833262,1804.2151485372333
20.98005620538774,1801.0334286507104
21.01684534037886,1797.8690983494007
21.053563019099258,1794.7220014428797
21.090209610516368,1791.5919836980624
21.126785480313966,1788.4788928077749
21.163290990933035,1785.382578359936
21.19972650161197,1782.3028918073414
21.236092368426146,1779.2396864380362
21.272388944326877,1776.192817346258
21.308616579179734,1773.1621414039428
21.34477561980228,1770.1475172327773
21.380866410001207,1767.1488051767867
21.416889290608896,1764.1658672754447
21.452844599519402,1761.1985672372973
21.488732671723888,1758.2467704140838
21.524553839345508,1755.3103437753477
21.56030843167375,1752.3891558835269
21.595996775198262,1749.483076869509
21.63161919364215,1746.591978408643
21.667176007994765,1743.7157336972025
21.702667536544023,1740.8542174292802
21.738094094908185,1738.007305774114
21.773455996067202,1735.1748763538287
21.80875355039356,1732.3568082215895
21.84398706568269,1729.552981840153
21.879156847182887,1726.763279060812
21.914263197624823,1723.9875831027225
21.949306417250593,1721.2257785326053
21.98428680384234,1718.477751244816
22.019204652750474,1715.7433884417728
22.054060256921442,1713.0225786147357
22.088853906925124,1710.3152115249325
22.12358589098182,1707.6211781850175
22.158256494988823,1704.9403708408622
22.19286600254665,1702.27268295367
22.227414694984848,1699.6180091824044
22.26190285138745,1696.9762453665294
22.296330748618075,1694.3472885090496
22.330698661344645,1691.7310367598511
22.365006862063765,1689.1273893993307
22.399255621124762,1686.536246822309
22.43344520675336,1683.9575105222248
22.46757588507503,1681.3910830756024
22.501647920138037,1678.8368681267837
22.53566157393612,1676.2947703729258
22.569617106430883,1673.7646955492537
22.60351477557386,1671.2465504145666
22.63735483732829,1668.7402427369875
22.67113754569056,1666.2456812799571
22.704863152711386,1663.7627757884648
22.738531908516677,1661.2914369755101
22.772144061328124,1658.8315765087928
22.805699857483496,1656.3831069976256
22.839199541456672,1653.9459419800662
22.872643355877397,1651.519995910263
22.906031541550753,1649.10518414601
22.93936433747639,1646.7014229365102
22.972641980867493,1644.3086294103389
23.00586470716947,1641.9267215636053
23.039032750078412,1639.5556182483097
23.07214634155932,1637.19523916089
23.105205711864045,1634.8455048309545
23.13821108954902,1632.5063366101986
23.17116270149276,1630.1776566615024
23.204060772913117,1627.8593879482016
23.236905527384298,1625.551454223535
23.269697186853698,1623.2537800202585
23.302435971658465,1620.9662906404267
23.335122100541884,1618.688912145337
23.36775579066953,1616.4215713456367
23.400337257645212,1614.1641957915838
23.43286671552672,1611.9167137634633
23.465344376841358,1609.679054262156
23.49777045260128,1607.4511469998538
23.530145152318635,1605.2329223909219
23.562468684020512,1603.024311542905
23.59474125426369,1600.8252462476726
23.62696306814921,1598.6356589727009
23.65913432933675,1596.4554828524945
23.691255240058847,1594.2846516801367
23.723326001134886,1592.12309989897
23.755346811984968,1589.9707625944093
23.787317870643562,1587.8275754858753
23.81923937377303,1585.6934749188565
23.851111516676927,1583.5683978570871
23.882934493313183,1581.452281874849
23.914708496307103,1579.3450651493852
23.946433716964204,1577.2466864534358
23.978110345282893,1575.1570851478782
24.009738569967,1573.076201174484
24.041318578438133,1571.0039750487817
24.072850556847925,1568.9403478530287
24.104334690090077,1566.8852612292856
24.135771161812293,1564.8386573725943
24.16716015442806,1562.8004790242614
24.198501849128277,1560.7706694652338
24.229796425892754,1558.7491725095786
24.26104406350157,1556.7359324980555
24.292244939546286,1554.7308942917855
24.323399230441037,1552.734003266011
24.35450711143348,1550.7452053039492
24.385568756615623,1548.7644467907314
24.416584338934502,1546.7916746074343
24.447554030202767,1544.8268361251965
24.47847800110911,1542.869879199419
24.509356421228592,1540.9207521640503
24.540189459032828,1538.9794038259545
24.570977281900078,1537.0457834593587
24.601720056125195,1535.1198408003804
24.632417946929476,1533.2015260416335
24.663071118470377,1531.2907898269107
24.693679733851145,1529.387583245942
24.724243955130305,1527.4918578292265
24.754763943331067,1525.6035655429375
24.785239858450602,1523.7226587838989
24.815671859469226,1521.8490903746354
24.84606010435947,1519.982813558487
24.87640475009505,1518.1237819947958
24.90670595265973,1516.2719497541575
24.93696386705611,1514.4272713137418
24.967178647314256,1512.5897015526734
24.997350446500295,1510.7591957474826
25.02747941672488,1508.9357095676128
25.057565709151564,1507.1191990709947
25.08760947400508,1505.3096206996784
25.117610860579543,1503.5069312755265
25.147570017246526,1501.7110879959664
25.177487091463085,1499.9220484297994
25.207362229779672,1498.1397705130669
25.23719557784796,1496.364212544975
25.266987280428587,1494.5953331838718
25.29673748139883,1492.8330914432786
25.32644632376015,1491.0774466879768
25.356113949645703,1489.3283586301463
25.38574050032775,1487.5857873255557
25.415326116224964,1485.849693169802
25.444870936909698,1484.120036894605
25.47437510111514,1482.3967795641436
25.503838746742407,1480.6798825714488
25.533262010867563,1478.9693076348397
25.56264502974855,1477.2650167944048
25.591987938832048,1475.5669724085371
25.621290872760277,1473.875137150507
25.6505539653777,1472.1894740050839
25.679777349737677,1470.5099462652013
25.708961158109023,1468.8365175286663
25.738105521982533,1467.1691516949102
25.7672105720774,1465.507812961783
25.796276438347583,1463.852465822388
25.825303249988107,1462.2030750619595
25.8542911354413,1460.5596057547775
25.88324022240295,1458.9220232611253
25.912150637828415,1457.2902932242853
25.94102250793865,1455.6643815675698
25.969855958226198,1454.044254491397
25.998651113461083,1452.4298784703976
26.027408097696675,1450.8212202505606
26.056127034275473,1449.2182468464168
26.084808045834833,1447.6209255382548
26.113451254312643,1446.0292238693764
26.142056780952938,1444.4431096433811
26.170624746311443,1442.8625509214908
26.19915527026108,1441.2875160199023
26.227648471997412,1439.7179735071788
26.25610447004401,1438.1538922016682
26.284523382257806,1436.595241168957
26.312905325834354,1435.0419897193572
26.34125041731306,1433.4941074054188
26.369558772582348,1431.9515640194797
26.39783050688478,1430.4143295912409
26.42606573482212,1428.8823743853748
26.454264570360348,1427.3556688991605
26.482427126834626,1425.8341838601493
26.510553516954218,1424.3178902238596
26.538643852807343,1422.8067591714987
26.56669824586601,1421.3007621077115
26.594716806990768,1419.7998706583587
26.62269964643544,1418.304056668322
26.650646873851795,1416.8132921993326
26.67855859829418,1415.3275495278308
26.706434928224102,1413.8468011428463
26.73427597151476,1412.3710197439084
26.76208183545554,1410.9001782389782
26.789852626756478,1409.4342497424084
26.81758845155265,1407.9732075729228
26.84528941540854,1406.5170252516268
26.872955623322373,1405.065676500034
26.900587179730366,1403.619135238123
26.928184188510993,1402.1773755824122
26.955746752989167,1400.7403718440594
26.9832749759404,1399.3080985269846
27.01076895959492,1397.880530326013
27.038228805641737,1396.4576421250424
27.065654615232692,1395.0394089952283
27.093046488986456,1393.6258061931942
27.120404526992477,1392.2168091592596
27.14772882881492,1390.8123935156918
27.175019493496535,1389.4125350649738
27.20227661956252,1388.017209788097
27.229500305024327,1386.6263938428704
27.256690647383433,1385.24006356225
27.283847743635086,1383.8581954526883
27.310971690272012,1382.4807661925022
27.33806258328808,1381.107752630259
27.365120518181943,1379.7391317831825
27.392145589960634,1378.374880835576
27.419137893143144,1377.0149771372623
27.446097521763946,1375.6593982020456
27.4730245693765,1374.3081217061856
27.499919129056728,1372.9611254868923
27.526781293406454,1371.618387540837
27.553611154556798,1370.2798860226792
27.580408804171558,1368.9455992436112
27.607174333450555,1367.6155056699204
27.63390783313294,1366.2895839215628
27.660609393500486,1364.9678127707587
27.68727910438083,1363.6501711405992
27.713917055150702,1362.3366381036712
27.740523334739116,1361.0271928806962
27.76709803163054,1359.7218148391844
27.79364123386802,1358.420483492104
